ImageID,Latitude,Longitude,PanoID,Date,Walkability Score,Image Name,Elevation
image_23970,47.6051055,-122.3254466,tzDEmFvO2hj8FBgxANgu1Q,2023-05,2.62784989,image_23970,87
image_23971,47.623652,-122.354283,BBfNLtoNGH1B-gdnGQfsSg,2021-07,2.28237495,image_23971,40
image_23972,47.6062793,-122.3301462,ySh08DQr4tWDmx4QtEs82Q,2021-07,2.49542892,image_23972,64
image_23973,47.6174958,-122.3326409,IRFq_3Yi-uHt9nfg01YndA,2019-05,1.6803431,image_23973,41
image_23974,47.6105045,-122.329183,XEcGPvnp5w7aIOISTvQeYQ,2021-04,2.23147491,image_23974,79
image_23975,47.6187512,-122.348929,m1FjwL7mij6VMJHz7sM11g,2021-12,0.67415059,image_23975,44
image_23976,47.6219686,-122.3411992,NMDExSZMDxSlQeitptdK-w,2021-07,2.82806626,image_23976,23
image_23977,47.599969,-122.3301602,wIMkMtt7uhYeiq4xiOIVFA,2021-07,1.16260761,image_23977,13
image_23978,47.617908,-122.3584099,TwIx6PSy6pr2a3tXz7y0dQ,2009-07,2.63115197,image_23978,0
image_23979,47.6105966,-122.3354034,qMhI7hrHIvQ8t4xrHIWVbw,2021-07,1.41936861,image_23979,69
image_23980,47.6031243,-122.330373,0JKKoCwZvr1CD61oOW5nAg,2021-12,2.07999033,image_23980,38
image_23981,47.5975489,-122.3362959,2PrZTQMTScOGxvX-OhxFxQ,2019-05,2.64332416,image_23981,4
image_23982,47.6104141,-122.3247437,kMZiaCbnThhLL9i-BzXMeQ,2021-07,2.008542,image_23982,107
image_23983,47.6163086,-122.3484917,hK-zZilKHSfPSI1Nr6_BSw,2019-05,-0.09314982,image_23983,46
image_23984,47.6041947,-122.3226293,Y-Up1hf7rwYlkN5FN7urzQ,2017-07,1.91562048,image_23984,108
image_23985,47.6209525,-122.3370221,4Xeb2y2oOwDK_WWc078uTQ,2021-08,-0.52943431,image_23985,20
image_23986,47.6135261,-122.3273139,HJnHzXyD82lZSuCAYzNdeg,2019-05,1.15231016,image_23986,82
image_23987,47.6196824,-122.3555746,TTa0WUC4NPxYC92BRMW_1Q,2021-08,1.37868169,image_23987,25
image_23988,47.6230473,-122.3446768,a7lMJ0qnFhov8qCmOvjDhw,2021-07,1.87472401,image_23988,25
image_23989,47.5975809,-122.327573,QYb6CoCy7Y6I00SZTYEDwQ,2022-09,0.8524925,image_23989,23
image_23990,47.6111314,-122.3264142,s-ZmF1Qac_SxCxUc1olgsg,2021-07,3.26648959,image_23990,103
image_23991,47.6037119,-122.3293928,dOLWGr7UM5dJDj3YLnRwZw,2021-07,3.00942021,image_23991,51
image_23992,47.6167614,-122.3445608,kgLBxO7qkkX9_WvdbPgcwg,2019-06,2.05632586,image_23992,43
image_23993,47.6033112,-122.337445,F3BZYwVawQzMAUkTBocJ2w,2021-07,0.86430729,image_23993,6
image_23994,47.6102756,-122.3335512,ds91CV6RsK4Kwi1ret1TrA,2022-12,1.43497734,image_23994,71
image_23995,47.6008113,-122.3269955,vMwsrZMYmE7-P1EljuyxxQ,2019-05,1.73208454,image_23995,23
image_23996,47.6111752,-122.3263908,JFuw34m9zXJ-xTyAwAp7og,2021-07,2.61033405,image_23996,103
image_23997,47.608626,-122.343553,CAoSLEFGMVFpcE1DTm1RWW40bzhsUjJTSzdJdWk4R1VjMlhONUlZU0piOFhVY1dK,2015-12,2.76889809,image_23997,10
image_23998,47.6221443,-122.3411914,E5dbgqOTuFNFlnPeko6QkQ,2021-07,1.35761057,image_23998,23
image_23999,47.6089484,-122.3399038,CAoSLEFGMVFpcE9YeUJrczdaUzVRZjVEQlRIMkRCWmdCUTlpd1BqcnlOX0RySW1T,2020-07,2.88021232,image_23999,34
image_24000,47.6215972,-122.3513657,rws6tcTikPoAnl81k81hGg,2022-09,2.06243117,image_24000,48
image_24001,47.5975058,-122.3196357,a3069VjI2Ai9rESpKl3nFg,2021-07,1.61908251,image_24001,42
image_24002,47.6219769,-122.3443415,QHQ0i9fQ0OC-bYdrd99nSg,2021-12,0.73206876,image_24002,30
image_24003,47.6186928,-122.3566416,lHzR-BSIvQOXChiVu-kEQg,2021-12,0.39203792,image_24003,15
image_24004,47.6203045,-122.3309023,TUoT9iszXPl-gWS_cPn_kg,2021-07,1.68236764,image_24004,38
image_24005,47.6038801,-122.3218289,CZDisSpx3WPQh8ycm5AYxA,2021-07,2.53852567,image_24005,104
image_24006,47.6220383,-122.3304956,aHb-OdXcLO4Nlyg-fKXyvg,2021-07,0.9103731,image_24006,37
image_24007,47.6148037,-122.3469826,J9_zTgjiK3hnRjPKoGoGuQ,2021-07,2.34685399,image_24007,40
image_24008,47.6091403,-122.3417065,yAOIA00XVq2WYzKfM2CumA,2022-09,1.50541893,image_24008,11
image_24009,47.6079786,-122.3180638,StmAlGzoGwaI4owYwRbzwA,2022-08,2.78123023,image_24009,94
image_24010,47.5983907,-122.3341012,13cEu88dQysJsgLCMdGKfA,2023-02,1.63530252,image_24010,18
image_24011,47.6176138,-122.331685,dNNCitTqy6jEj7n8knyk-w,2021-12,-0.45594641,image_24011,43
image_24012,47.6181464,-122.3404772,o9MrveVDd5JCSVcdJFMWbQ,2021-07,1.76953603,image_24012,34
image_24013,47.6118785,-122.317915,CAoSLEFGMVFpcFBIU002Y2Y4R3VJTHNjXy1XS2VPQnFNVXV5Y3hlVU5RZkd2ZVlz,2019-09,-0.29732011,image_24013,92
image_24014,47.6235196,-122.3423608,i3Qk7OYj80cgwxJeKntA6Q,2021-12,-1.12534183,image_24014,20
image_24015,47.6115115,-122.3462498,iwp8tahTZBkgfenn_KzYwA,2021-12,1.84427757,image_24015,11
image_24016,47.6112173,-122.320926,yXfwPn6r6JXaH3u6yO__0A,2022-11,0.14507838,image_24016,108
image_24017,47.6070008,-122.3319357,CAoSLEFGMVFpcE1jY05OUzRvRWphZTA4U2k5Sm5xVkZHVGNpS2JlYVNzdG8wTlpV,2016-09,1.69937001,image_24017,59
image_24018,47.6064197,-122.3223379,Qv6L-gU-GfDX_cT1jpFM6g,2023-02,2.35031106,image_24018,105
image_24019,47.6196485,-122.3421971,0uDtiDMcncsxYPMsCtFjNw,2021-12,1.84182282,image_24019,31
image_24020,47.6160536,-122.3490786,rpT-dgm75d2GKfJOaRNa4Q,2021-07,1.85783011,image_24020,46
image_24021,47.6232008,-122.3445447,en9MQwDcwvHYH0QRe7z7gA,2014-05,1.8757394,image_24021,25
image_24022,47.6037071,-122.336298,CpEEDe_L2N3xJCOFk_X5OQ,2022-09,2.01090069,image_24022,13
image_24023,47.6220163,-122.3357739,Xz8nMyvLFzLxES6foVlh_w,2021-07,1.06039855,image_24023,24
image_24024,47.6175363,-122.3197739,1I54zF6elPS2PrtrAmSzGw,2017-09,2.53406344,image_24024,97
image_24025,47.5974128,-122.3302848,U8iZyI3gQCezZV5etKIwfg,2022-09,2.73432649,image_24025,4
image_24026,47.597438,-122.3231104,reRUi8mfwUQlxIJbROLhkQ,2021-12,2.1767358,image_24026,22
image_24027,47.6180891,-122.3463727,4yOvXZSmjMQfwJ7wrf3WUg,2021-07,2.80058267,image_24027,44
image_24028,47.607363,-122.3413732,RpKIUhUr3H2mjVYuooqxIg,2018-11,2.42876583,image_24028,6
image_24029,47.5990967,-122.327907,CAoSLEFGMVFpcE1scFFDcmx1WGw0dWg1X2c0am9tWlBFTzA4UlZ4UWMzSnJvUmlY,2019-01,0.8777192,image_24029,14
image_24030,47.6220573,-122.3207823,hfZ4wLnelqQKF_I3968kyw,2018-05,1.44360143,image_24030,106
image_24031,47.6231511,-122.3240011,-IYkto2dmwTdrocmkcL1Rw,2019-05,1.78527444,image_24031,95
image_24032,47.6080666,-122.3330644,V0JlvtOHWGOtNC68GR3m4w,2021-12,1.68614215,image_24032,77
image_24033,47.6210022,-122.3222886,ymx05IHPu6v4A0GDkoZQbA,2021-11,2.38259568,image_24033,103
image_24034,47.6129357,-122.3299646,nuqTdidv35AUeKETdltBoA,2021-12,2.25825761,image_24034,74
image_24035,47.6016416,-122.320937,-_n-ONPUlcAUbU-J014kLw,2021-07,2.64130876,image_24035,68
image_24036,47.6132279,-122.3373852,YDWBpEkd4qomJ7x_Sqq8vw,2022-08,1.65330153,image_24036,62
image_24037,47.6179302,-122.3506332,60AfHj6d9sBy7sjQaTGscw,2021-12,2.17754933,image_24037,37
image_24038,47.6164971,-122.319665,2h4bJl6EqVTLMeDSQD0kJQ,2017-09,3.4933933,image_24038,97
image_24039,47.6163275,-122.3334981,rcfsLPgJAWGAxz2uWmnEBg,2021-12,1.56465853,image_24039,45
image_24040,47.6231336,-122.3188254,m33oaeiM_S5o_DA4LF_8gw,2021-07,1.79615884,image_24040,104
image_24041,47.6183782,-122.3353198,k7sTEywa5hTSmBJwJ79m8A,2021-07,0.5047525,image_24041,39
image_24042,47.6183022,-122.3497304,54CvDzVluq5AJMYRkqoUrg,2021-12,1.14198598,image_24042,37
image_24043,47.6053686,-122.341914,CAoSLEFGMVFpcFBMMmRSR2ZYZTR4bXAxV3NabGhab0RUTzJwVHcycnd3Y3ZrS1oz,2015-08,2.89780965,image_24043,-32768
image_24044,47.6109037,-122.320894,7G8k7zreN7YVgJIDKN4kug,2022-11,1.42555674,image_24044,108
image_24045,47.5984328,-122.3235958,CAoSLEFGMVFpcE9WU3N0VWZrNW9sc1dWdWozQm04RllCeGZVWElIamlzTF9adFZG,2016-08,2.51393595,image_24045,32
image_24046,47.6125762,-122.3429682,c0mXfMkbrKQIB-e_MrXhZg,2021-12,1.59292037,image_24046,51
image_24047,47.6111409,-122.3499801,CAoSLEFGMVFpcE05MU9UN1pMNS10a0Y1LUpha0hpRklkM3pqNnNoZDFJMnhFZVdL,2022-05,2.58201354,image_24047,0
image_24048,47.6156332,-122.3201187,wNBRdzI778N-8dBA1nLwAA,2021-07,-0.40945175,image_24048,95
image_24049,47.6188858,-122.3495744,X4EFPZADF0wCCSPHB5Dt7Q,2019-05,1.64159558,image_24049,39
image_24050,47.6166767,-122.3501532,FXY_49SJUAWNWFb-O8PiOQ,2021-07,1.07198737,image_24050,35
image_24051,47.6186183,-122.3398141,4LYglbMT_qjqhjlcbL82DQ,2022-08,2.46543779,image_24051,28
image_24052,47.6110119,-122.3209188,6qPotqNePp-hljVWXz5wWQ,2022-11,1.24283847,image_24052,108
image_24053,47.6117111,-122.3494124,cGP4y_4mDxXaO-TRuoe7AQ,2021-07,1.79514122,image_24053,5
image_24054,47.6186651,-122.3505559,CAoSLEFGMVFpcFBGTml5dDdJazFld1g4Q2RwcTRvUm5jbGc4ODU5c0dGOXRiXzZh,2018-05,2.46037278,image_24054,35
image_24055,47.6110253,-122.3345295,ZRZem8PNf6TQSBlouyzPRA,2021-12,1.68667515,image_24055,58
image_24056,47.6142258,-122.3429888,jr2p1lUtSKSkkTvPch9pnQ,2019-05,2.08063041,image_24056,50
image_24057,47.6023715,-122.3265649,xnn_4Ll26L6Z0NUGXITncQ,2021-08,2.9445511,image_24057,44
image_24058,47.6123238,-122.3410068,jR2y6SM77oOZ2lcjF3Z_3g,2021-07,2.12478097,image_24058,56
image_24059,47.6114783,-122.3334,CAoSLEFGMVFpcFA1eFh0RXJpVmJqSklydklaZ1MyLVB5Q0ZFaVlHRXE4ZGlFN3Jm,2019-03,1.71083652,image_24059,73
image_24060,47.6209017,-122.330438,vTtIsBRadVF8ADpbkcKkZA,2021-07,2.14015431,image_24060,36
image_24061,47.5991935,-122.332989,GMueMMN3ULjMuP6HA3PboQ,2022-09,1.51473253,image_24061,17
image_24062,47.6090237,-122.3262623,ir3glBYwWG97oX_Olm7ImA,2021-07,1.58492426,image_24062,104
image_24063,47.6185462,-122.3399723,0-Tsc2ZBPjttilQYTLgggw,2022-08,1.66968995,image_24063,28
image_24064,47.6107303,-122.3438589,H4wXgcrETg--3CuRb7tRwA,2011-12,3.07488896,image_24064,26
image_24065,47.6210645,-122.3328441,CAoSLEFGMVFpcE1yN1dzdFVyMExBQ0RqVXI5ODhTa21uN0hnV2FOcFdQSjFqTktG,2019-04,3.57983485,image_24065,37
image_24066,47.6209645,-122.3399298,_4eYoXSu8tryFDymwJdB8Q,2021-12,1.84997042,image_24066,20
image_24067,47.6171564,-122.3566871,ytmkExzjZ-XpSNnSAwwhbQ,2014-05,1.92519153,image_24067,0
image_24068,47.6059343,-122.3341387,uNKXxo8Wmnj19z9dxPYWFg,2019-06,1.20488901,image_24068,51
image_24069,47.6135043,-122.3291137,ZZlfk2ugKi7TRpQtOP_NRw,2021-12,2.24078684,image_24069,74
image_24070,47.5991974,-122.3265553,cEpPyKHn4xn_Uv7GukqKoA,2023-02,2.14829061,image_24070,21
image_24071,47.6236339,-122.3240437,5bsy3k9584lbQRBWNkpeaA,2019-05,2.22538889,image_24071,100
image_24072,47.6150301,-122.3483127,ewKyCAlqkjLfRaeCsWV43A,2021-07,1.10604172,image_24072,48
image_24073,47.5996394,-122.3274181,dCFKMWJwBYMEvk5EoW5gVQ,2021-12,0.99796332,image_24073,17
image_24074,47.6083843,-122.3321257,9kZqczzpo8TB3cdwFM-2Gw,2021-12,2.76684455,image_24074,73
image_24075,47.6138085,-122.3415376,ZmVp6-A79XfvdVbHT87JcA,2021-12,2.04387246,image_24075,56
image_24076,47.5984549,-122.321185,Gyv1IHRZvuC1161IMfinAg,2023-07,2.00251716,image_24076,37
image_24077,47.6133605,-122.3467037,1j3asqXKuooHaELKawAbKg,2021-07,0.63729796,image_24077,34
image_24078,47.6124787,-122.3371162,CAoSLEFGMVFpcE5BVnBYYkI4Q3lFbmZ1X01BSzZOdHhrM0FCeExITFQyeWw5aURi,2021-03,1.5052498,image_24078,54
image_24079,47.6129306,-122.3495468,IDILuQpBCXwRtlo6RpimLw,2019-05,1.24234277,image_24079,14
image_24080,47.6103173,-122.3277595,lytH9S3Yn_jTXHm4a7uDiw,2021-12,1.64137923,image_24080,92
image_24081,47.6176329,-122.3233352,xtEOPJ5vxXCjqz2xh_pbMg,2022-10,2.4406693,image_24081,90
image_24082,47.618553,-122.3421096,5XSQWk8sMkBhEEDMFkgaMQ,2022-08,1.96220949,image_24082,31
image_24083,47.6075895,-122.329531,MHU0BWXE-SGwIXhm4-xlPg,2021-12,-0.14581827,image_24083,80
image_24084,47.617982,-122.3382857,dvDXB9_DocLByAqiRx0b3g,2021-12,2.34758921,image_24084,25
image_24085,47.6177471,-122.3255689,4rjuEAxc3VuCc_Zko2E-Hg,2022-10,2.61653522,image_24085,78
image_24086,47.6015464,-122.3291493,L_E_8Ur4SvDpf237VLClLg,2023-02,2.0165396,image_24086,16
image_24087,47.6053643,-122.3290078,9VyoG_tyZPbchtFPsCkA_A,2021-07,2.72208648,image_24087,41
image_24088,47.6196209,-122.3249276,whA_x-594Tx8UjMTa7C69g,2021-11,1.42869056,image_24088,85
image_24089,47.6128647,-122.3182784,Comw1Mus_dfH7FTQpMUZQQ,2021-11,1.02456099,image_24089,91
image_24090,47.6017283,-122.3319001,E6AAUJA_G4zKBnAPT2c3rQ,2023-02,2.52865437,image_24090,24
image_24091,47.6149418,-122.3469427,IyYy_uea80cx7ocmFf6ihg,2010-07,2.04711285,image_24091,40
image_24092,47.6140022,-122.324572,Uq8JPd1_Jg-Pl7UxdJInrg,2022-10,0.80571753,image_24092,93
image_24093,47.6241783,-122.3208154,BtlTy494xwsupl0TjulqYQ,2018-05,1.18725179,image_24093,106
image_24094,47.6170792,-122.3370631,89-8Knuux53EAZVufQL6FA,2021-12,0.85010188,image_24094,27
image_24095,47.6142531,-122.3360292,JRwxbkXb_y3uS24lr3aNTA,2021-12,2.78447565,image_24095,51
image_24096,47.6024192,-122.3273638,YEimdUEQliq0DKxltiqsaA,2021-07,1.92762702,image_24096,37
image_24097,47.6184105,-122.3235604,IZQuT8LGiZKhv6Ph1r7wlA,2022-10,2.36317359,image_24097,88
image_24098,47.6125252,-122.352165,khaBETNPSfb2ZHdIG0scPg,2021-12,1.5514417,image_24098,3
image_24099,47.6087511,-122.3262574,SHs2YlTV1csa7sAtMhmc5g,2021-12,2.26725087,image_24099,104
image_24100,47.6216087,-122.3525759,DAb6SViBnDpoAMvR97THxg,2012-10,1.83152259,image_24100,40
image_24101,47.6118865,-122.3212085,TuAZ4-90AAhGV7lnHyw0_A,2021-07,2.12370225,image_24101,106
image_24102,47.6105561,-122.3293391,ndiF7YSrrylXg25xdDr7hw,2021-04,3.21499389,image_24102,79
image_24103,47.6017697,-122.3301055,Zo5cvR7xyGY3Jfd0088FIg,2023-02,2.44564002,image_24103,44
image_24104,47.6039146,-122.321862,N3PZ-ef51mrb08iAGDL_KA,2021-07,1.54313371,image_24104,104
image_24105,47.6219916,-122.3481554,CAoSLEFGMVFpcE5LN0dsSDc5ZnRlS3FwMTlLNUFXOE9RRi1JMXZ2UzBWTlhHVFdo,2017-02,1.37244649,image_24105,43
image_24106,47.610413,-122.319521,pHzuQVe3tA3cV0G1ddp_Vw,2022-08,2.7192289,image_24106,108
image_24107,47.5983564,-122.322031,oOYIctFwbL2TgrEM7JfZ5g,2021-07,1.6422729,image_24107,34
image_24108,47.6058416,-122.3294391,-Q08D-we9Gjaj7vTnKC3Lg,2022-10,2.27049146,image_24108,59
image_24109,47.6152111,-122.3196059,4bqbTaYK3L1iIMy9N3WPNw,2022-10,1.10099553,image_24109,95
image_24110,47.6057645,-122.3398606,Gsg_yhslhJ5H_3oBK1B_Pw,2019-08,1.51142651,image_24110,-32768
image_24111,47.6187495,-122.3210214,kIjQqlXyH2tckU-yg3cvGQ,2022-11,0.64499336,image_24111,101
image_24112,47.6057194,-122.3387914,ntvL3sU924AWFnbqdKgNIQ,2021-12,0.62259035,image_24112,9
image_24113,47.5983907,-122.3355065,HPssWmhlj3VYiBO0ycH86A,2021-12,1.71224096,image_24113,2
image_24114,47.6150486,-122.3396159,LbKwTE_HYXhfTppaoSK9hw,2021-07,1.89536517,image_24114,39
image_24115,47.5967405,-122.3366292,oDrh190P5XIEiRpPDgoSYQ,2019-05,2.218494,image_24115,4
image_24116,47.6169319,-122.3185911,vJlsry7MLZUlfY5xTkjPyw,2017-09,3.12322104,image_24116,98
image_24117,47.611199,-122.3378556,PH1lgoBGlMnJEzUyUq0AhQ,2021-07,1.86405168,image_24117,49
image_24118,47.6063223,-122.3300531,ySh08DQr4tWDmx4QtEs82Q,2021-07,2.69803639,image_24118,64
image_24119,47.6148258,-122.3287302,I4ACSGT797ZG5yBVxun9fA,2019-06,0.90801232,image_24119,69
image_24120,47.6185854,-122.3292936,HWMQvK0cYaZ7jm8rkiNf0w,2021-07,1.16099965,image_24120,43
image_24121,47.6158794,-122.3505095,t00En6uNV4I6Qjh2BjtcTA,2021-07,2.87839733,image_24121,33
image_24122,47.6052114,-122.3328733,i37ReMUAXvmMO4k6NTrDqA,2021-12,-0.26558272,image_24122,51
image_24123,47.6017835,-122.3368068,7mbUx0-NLSMq1SUza4g9aA,2022-09,0.31404729,image_24123,0
image_24124,47.6199078,-122.321561,ROpMbRhMaJNxdtyP0anx5g,2019-05,1.26787177,image_24124,103
image_24125,47.6196359,-122.3423803,szQ714oxhHqG4jwnnFHzWw,2021-12,1.80754172,image_24125,31
image_24126,47.61579,-122.3506231,c7kI-kKo7HUEj49y2Zrl4g,2021-07,2.26179533,image_24126,26
image_24127,47.6075232,-122.3320791,GowkzEzmfOv1a1-GYllPwQ,2021-12,2.50838187,image_24127,76
image_24128,47.6230904,-122.327225,uNchW451zG4OxG5L_Z3SXQ,2021-11,1.0181064,image_24128,78
image_24129,47.6141022,-122.354573,1ly27vgU8_oeh5RQwNORlQ,2022-09,2.59817561,image_24129,9
image_24130,47.6087112,-122.3430014,uZSfSfR3SCi2h_5X-ALxpA,2018-10,0.7681835,image_24130,5
image_24131,47.6019765,-122.3277791,cvFRtSXDx2suCt0vwMPV9w,2021-08,0.84300073,image_24131,36
image_24132,47.6032998,-122.3343291,fCR2tCARgu2fKMsDKuSGvw,2017-09,2.38854731,image_24132,18
image_24133,47.6199222,-122.3194531,YGe19ql119-F2qm92eRoJg,2022-11,1.97369573,image_24133,101
image_24134,47.6184404,-122.3310484,GHPFUX8BWz5NNSA-r_k5fA,2022-11,1.27151939,image_24134,43
image_24135,47.6119805,-122.332078,Jw0dnrlYlcBd2q5BoBpqPg,2021-12,1.70510369,image_24135,72
image_24136,47.6125496,-122.3469196,B2R_9QBCyN5Po2RTi1eY7Q,2021-12,2.26097855,image_24136,28
image_24137,47.6033104,-122.3228535,R1QjfflPmssaMjI7CRm4hQ,2021-12,2.88239815,image_24137,84
image_24138,47.6048607,-122.3209154,g9EDTBl1ys7NGLwYEYdzNg,2023-02,1.90712885,image_24138,105
image_24139,47.615401,-122.3478333,gkxsWwbl1LTEaofL6xpSBA,2021-07,2.33898598,image_24139,48
image_24140,47.612588,-122.3279495,yOcxusHgdmHMXbMVUjD5pw,2021-12,1.85030983,image_24140,86
image_24141,47.6071226,-122.3206828,eKbRq-PYHIwdSmfDtIEoGA,2023-05,2.0611298,image_24141,110
image_24142,47.6184018,-122.3188216,mMjBEpBJXEpLjeLcClP_0w,2017-09,3.25178541,image_24142,101
image_24143,47.600053,-122.3340739,ArFnvl4ZGSTT7MgomPA6Sw,2021-12,1.22907355,image_24143,14
image_24144,47.6151551,-122.3394722,-7oxjWwEPIZc8vE8sICNEA,2022-12,3.17308347,image_24144,39
image_24145,47.6061298,-122.3180116,wVRMA9SAzLzakv9NzOwxIQ,2021-07,1.78340232,image_24145,93
image_24146,47.6114477,-122.3223623,Qv5FGmayXeEGgGwNh6q-1w,2021-07,1.7426754,image_24146,111
image_24147,47.6178302,-122.3441205,CHXJOzIbgXeXaXdL8zBAdA,2022-12,0.89714944,image_24147,44
image_24148,47.6215748,-122.3475873,Dxd-7iu2hAJShY_YG-q2uw,2021-08,1.87199485,image_24148,46
image_24149,47.6040934,-122.3235498,7Z_Ylw_077r9U1FjqpLSww,2023-02,1.73325159,image_24149,103
image_24150,47.6219363,-122.3253982,m110Ur3onsUMzJGci0i5jg,2021-11,2.61951147,image_24150,84
image_24151,47.6101505,-122.3413927,hPyx6E2i6P21jhVMA8gHEg,2021-07,1.32053792,image_24151,43
image_24152,47.6156179,-122.3461002,wNTjVj5izAz4KjwhXFpoWw,2021-12,2.40563984,image_24152,39
image_24153,47.5983071,-122.3328994,PtNT7Kbyu029WWBk9uAsow,2008-06,1.7833455,image_24153,13
image_24154,47.6074553,-122.3419206,AayVh6MBbNNfnVYBsSWx5g,2021-07,1.53849667,image_24154,-32768
image_24155,47.6174569,-122.3227933,hD0WUaXQ_dTd9Gk2F9p8AA,2022-10,2.23063951,image_24155,93
image_24156,47.6108328,-122.3217775,CCNdc5qNmQALbZRCVdxvpQ,2021-12,0.40564167,image_24156,114
image_24157,47.6127952,-122.351127,RlW8BrlTPpr39rSQ6QD6oA,2021-07,1.62992518,image_24157,4
image_24158,47.6195494,-122.3489293,CAoSLEFGMVFpcFBhbDZlSXI5VThETGVRR3VQTkNKWEFQWGxLNGVwUVdtTDNfWTk5,2016-09,-0.68792371,image_24158,45
image_24159,47.6029528,-122.3342983,CAoSLEFGMVFpcFBpc05ONEFRb21WZmU5Wko0d3pGUUl2NmhvUWNfakVCak42RHlT,2018-05,0.56315846,image_24159,18
image_24160,47.61823,-122.3291405,TRtSx_8vPu4kIx211HtoGQ,2021-08,1.80663111,image_24160,47
image_24161,47.5974336,-122.331663,CAoSLEFGMVFpcE1rVHhTb2tCYmhsN1hQMktXdUVwaDJTQkJMR3gyOExxSm54WTE2,2014-09,2.14945641,image_24161,4
image_24162,47.6170671,-122.3387907,2sP7XH8D6C4AMYnQXN6QzQ,2021-07,1.11057715,image_24162,27
image_24163,47.6052433,-122.327703,mNb0aFRsUVMZ0S3qfIG-Ug,2019-06,2.59024931,image_24163,68
image_24164,47.6097406,-122.3287225,1_ChGLdJ0CmbBV_ufC8ZqA,2021-12,2.56321503,image_24164,83
image_24165,47.6196735,-122.3310734,B3xIOlletG3imKADTgf2BQ,2021-11,2.57376236,image_24165,42
image_24166,47.6148598,-122.3469085,QVzknrhNlQggy_nNqCF4eg,2021-07,1.35015401,image_24166,40
image_24167,47.6229853,-122.3447369,3Ylrp2-jHmAfBdAyeaFK3Q,2021-07,2.87821783,image_24167,25
image_24168,47.6140041,-122.3256084,yFAoadt--3vXLS4VpMB1oQ,2021-07,1.57271811,image_24168,89
image_24169,47.6164942,-122.3181052,c6XSFtpTqYKQ7U3_J8D10Q,2021-04,2.01523383,image_24169,96
image_24170,47.6058232,-122.338053,fBJRvomnikY7PB_VQYrgEA,2019-06,0.78546359,image_24170,12
image_24171,47.6044098,-122.3201189,bHOCMfmiGbNeAJCxQyK15w,2019-05,2.3241633,image_24171,102
image_24172,47.6221969,-122.3554427,2kps_DvdUNEjBCsMDmB2jg,2021-06,2.68706559,image_24172,36
image_24173,47.5967589,-122.3262806,Fg3A8Y2cMFer_572jr4dRQ,2021-07,2.71631515,image_24173,14
image_24174,47.6026486,-122.3319377,HfONvUeNbYEh8y8CsTmT2A,2019-05,0.20161185,image_24174,32
image_24175,47.6176882,-122.3435303,JZtG9RhoKxL5vQZFu0blEg,2021-08,2.09907546,image_24175,44
image_24176,47.5982816,-122.3252039,CAoSLEFGMVFpcFAzbGpQWFN2eTFBbktQVVF4SDVSeVdzeF9EeV95M1lJNUkwcTl4,2018-03,2.02852801,image_24176,18
image_24177,47.6135048,-122.3371807,sf9LPDqjhv4kvrC0AM7TZQ,2022-08,1.58839307,image_24177,74
image_24178,47.6000271,-122.3252856,dBmNeoK8cT20gdF6wABkfg,2021-07,1.57656572,image_24178,33
image_24179,47.604567,-122.335868,SYEvvoM-mrQtWYidAx6BGA,2021-12,2.10687137,image_24179,20
image_24180,47.6107478,-122.3183762,CAoSLEFGMVFpcE9yMWVIYTN2RGlKMlpkeklyUl9ZakNwUWo1YTlPS3Y4V2M4cXh1,2021-10,1.60099658,image_24180,103
image_24181,47.6143082,-122.3363543,eENiyKlcp9FntfELmLE5Jw,2021-12,1.95428623,image_24181,51
image_24182,47.6136523,-122.3245633,j0Bv2N92rhjASnT4htNn3g,2021-12,-0.27512238,image_24182,93
image_24183,47.6180917,-122.3436047,ioHkm3x2aXCyXrycBLQuiA,2021-08,1.3124814,image_24183,44
image_24184,47.6085912,-122.3396588,uVbwwX3qSbSRabm4lR4Gpw,2021-12,0.20582432,image_24184,34
image_24185,47.5977084,-122.3294597,qrDJ22gK1rpe_LNW3C-HHA,2022-09,2.34608631,image_24185,5
image_24186,47.618569,-122.3268355,CAoSLEFGMVFpcE9yazlYNUg2WlF3RHdQR0FOWUwzVzR0YmFHSlJSaWFTaHc5eERi,2023-03,0.89108233,image_24186,66
image_24187,47.6000614,-122.3204192,ZB07VXqnqKXEDNHm0e3Yzg,2022-08,3.20412653,image_24187,58
image_24188,47.6202871,-122.3493924,CAoSLEFGMVFpcFBFbFdkOWJVOVpqaXlrWXVjcFRIQW9QcHc0N3ZmSl9LaWgzUV9w,2022-04,1.37126855,image_24188,49
image_24189,47.6207779,-122.3498323,CAoSLEFGMVFpcE5EUXk2VlhXUzE1LV9lTUZFb2pfWHFmNnZqNG4xc3lxaFpnb2dj,2016-09,3.71562676,image_24189,49
image_24190,47.6242418,-122.3267344,Dpfz43cMHs5mJ9LX1G6CPQ,2021-11,1.01841449,image_24190,71
image_24191,47.6207071,-122.3498181,CAoSLEFGMVFpcE5Ib3dqTjN6V1JGRUx4UU9vbkZLaWJkSGNjZ3cxLS1BWVRrMnJ4,2016-07,3.09762381,image_24191,49
image_24192,47.6186051,-122.336013,_LVAYLP4vIiSjFZDsAsRtg,2021-12,-0.35428557,image_24192,34
image_24193,47.6240778,-122.3394848,hCUyOcMKfEbHGrDNpvFURQ,2021-07,1.51428057,image_24193,16
